"ATT_CODE","DIGEST Status","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","ATT_NAME","ATT_DESCRIPTION","ATT_TYPE","ATT_FORMAT","ATT_LENGTH","MIN_VAL","MAX_VAL","Date of last change","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"LC1",0,,,,,,,,,,,"Load Class Type 1","Military Load Classification (weight bearing capacity) Type 1.  (See STANAGs 2021 and 2253 for method of calculation)","Numeric","Short Integer",1,0.00,999.00,1998/06/25 0:00:00,"US",,"2.0A",,"Actually should be a numeric value, not a coded value with 0 and numerics for all other values.  As it is now only a 0 can be used.  Required for terrain analysis and DTOP.","Approved by 12/98 FWP after US/UK Study.",,,,,,,,,,
"LC2",0,,,,,,,,,,,"Load Class Type 2","Military Load Classification (weight bearing capacity) Type 2.  (See STANAGs 2021 and 2253 for method of calculation)","Numeric","Short Integer",1,0.00,999.00,1998/06/25 0:00:00,"US",,"2.0A",,"Actually should be a numeric value, not a coded value with 0 and numerics for all other values.  As it is now only a 0 can be used.  Required for terrain analysis and DTOP.","Approved by 12/98 FWP after US/UK Study.",,,,,,,,,,
"LC3",0,,,,,,,,,,,"Load Class Type 3","Military Load Classification (weight bearing capacity) Type 3.  (See STANAGs 2021 and 2253 for method of calculation)","Numeric","Short Integer",1,0.00,999.00,1998/06/25 0:00:00,"US",,"2.0A",,"Actually should be a numeric value, not a coded value with 0 and numerics for all other values.  As it is now only a 0 can be used.  Required for terrain analysis and DTOP.","Approved by 12/98 FWP after US/UK Study.",,,,,,,,,,
"LC4",0,,,,,,,,,,,"Load Class Type 4","Military Load Classification (weight bearing capacity) Type 4.  (See STANAGs 2021 and 2253 for method of calculation)","Numeric","Short Integer",1,0.00,999.00,1998/12/12 0:00:00,"US",,"2.0A",,"Actually should be a numeric value, not a coded value with 0 and numerics for all other values.  As it is now only a 0 can be used.  Required for terrain analysis and DTOP.","Approved by 12/98 FWP after US/UK Study.",,,,,,,,,,
"LCN",0,,,,,,,,,,,"Light Characteristic Number","Number of flashes/occultations in a group flashing/occulting light character.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LEC",0,,,,,,,,,,,"Length of Cab","A measurement of the longer of two linear axes in meters of the pedestal or cab.  For a square feature, measure either axis.  For a round feature, measure the diameter.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LEF",0,,,,,,,,,,,"Length/Diameter in Feet","A measurement of the longer of two linear axes in feet. For a square feature, measure either axis. For a round feature, measure the diameter. For a bridge, the length is the distance between the bridge abutments.","Numeric","Floating Point",1,,,2000/08/07 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"LEG",0,,,,,,,,,,,"Length/Diameter in Meters With Greater Precision","A measurement of the longer of two linear axes in meters. For a square feature, measure either axis. For a round feature, measure the diameter. For a bridge, the length is the distance between the bridge abutments.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"LEN",0,,,,,,,,,,,"Length/Diameter","A measurement of the longer of two linear axes in meters. For a square feature, measure either axis. For a round feature, measure the diameter. For a bridge, the length is the distance between the bridge abutments.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LFA",0,,,,,,,,,,,"Light Function Aeronautical","Type of lighting provided or type of lighting system used.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LFC",0,,,,,,,,,,,"Light Function Classification","Tabulates the various functions of a light.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,,,,,,,,,,,,
"LMC",0,,,,,,,,,,,"Landmark Category","Indicates whether a feature  is used for rapid and positive orientation when size, shape, or location make it prominent in relation to surroundings. Easily recognized from line of sight - ground or air.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes, but The definition must read: “Indicates whether a feature is used ........etc.“
US: Modified description before ""is used"" at Germany""s suggestion.",,,,,,,,,,
"LMT",0,1,,1,,,1,1,1,1,,"Explosive Land Mine Type Category","Specifies the specific type of land mine.  (Normally used with the AL065 Minefield feature)","Coded","Short Integer",1,0.00,999.00,2003/04/08 0:00:00,"US","2003-10-17","2.2","New Attribute","Requested by US in order to incorporate minefields into Mission Specific Data.","US has a requirement to incorporate minefields into Mission Specific Data.","See UK",,"UK feel that the attribute should be named “Explosive Land Mine Type Category”, don’t know if this means we change the three letter acronym or leave as is.
Change “mine” to “disarmed explosive mine” in LMT 004.",,,,,,"as UK.",
"LNC",0,,,,,,,,,,,"Line Characteristic","The characteristics of a line used during interpolation between two points.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LNG",0,,,,,,,,,,,"Name Language Code","Name of languages and their codes for identification of alternate local official names of non-international features.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes, but  have the Indian languages (Hindi, Dravida) been taken into account ?
US: No.",,,,,,,,,,
"LNU",0,,,,,,,,,,,"Useable Length","The interior length of a feature that is useable by a vehicle, aircraft or watercraft located within that feature.  This would apply to such features as locks and aircraft bunkers which may have different exterior and interior dimensions.  A measurement of the longer of the  two linear axes. For a square feature, measure either axis. For a round feature, measure the diameter.","Numeric","Floating Point",1,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Needed to capture the length of the chamber of a lock and not the overall length of the lock including doors.  See also WDU for the other dimension.",,,,,,,,,,,
"LOC",0,,,,,,,,,,,"Location Category","Status of  feature relative to surrounding area or water.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LOG",0,,,,,,,,,,,"Length of Gradient","The length of a segment having a gradient > =7 percent for a Road (AP030) or > =3 percent for a Railroad Track (AN010).","Numeric","Short Integer",1,-32767.00,32767.00,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: Modified <=3 percent to >=3 percent.","Change <=3 percent to >=3 percent.  Typo - LOG is used to convey the same concept of speed restriction for roads and railroads.","UK: YES …but… When was this mistake introduced?  Will anyone have used it incorrectly?  Suggest raising special attention to it as part of next amendment document.
US: Agree with UK comment. This error was in version 2.0 this way.  I am not sure of 1.2.  Please, everybody help me make certain we flag this change when we publish the next amendment.
GE: YES
IT: YES",,,,,,,,,,
"LOR",0,,,,,,,,,,,"Length of Range","Length of range, in nautical miles, established by aids to navigation on the shore.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LPC",0,,,,,,,,,,,"Locational Parameter Category","Associated with Bottom Characteristics (BF010)","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"LRP",0,,,,,,,,,,,"Length of Range With greater than 1 NM resolution","Length of range, in nautical miles, established by aids to navigation on the shore.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Ranges need to be collected which are shorter than 1 NM. or a finer resolution of length than even whole nautical miles is needed. Change NM to Nautical Miles.
",,,,,,,,,,,
"LSA",0,,,,,,,,,,,"Light Sector Angle","Angular limits of light visibility. Limits of sectors and arcs of visibility are arranged clockwise and shall be given from seaward toward the light.","Numeric","Short Integer",1,0.00,359.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"LSI",0,,,,,,,,,,,"Light Sector Angle Initial","Initial angular limit of light visibility.  Limits of sectors and arcs of visibility are arranged clockwise and shall be given from seaward toward the light.","Numeric","Short Integer",1,0.00,359.00,1998/04/02 0:00:00,"US",,"2.0A",,"LSI and LST are used where the light sectors are of a predetermined order so as to capture the From - To concept.
",,,,,,,,,,,
"LSP",0,,,,,,,,,,,"Boundary Lines Of Separation Code","Classification of Boundaries or Lines of Separation By Type.  See also Boundary Representation Policy Code (RPC).","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","For several years producing and collecting agencies have had problems adquately classifying boundary information within a FACC based geospatial environment without error, confusion or loss.  This proposed attribute was a result of a study by the US (NIMA and Dept of State) with representation from the UK {Foreign Office}.",,,,,,,,,,,
"LST",0,,,,,,,,,,,"Light Sector Angle Terminal","Terminal angular limit of light visibility. Limits of sectors and arcs of visibility are arranged clockwise and shall be given from seaward toward the light.","Numeric","Short Integer",1,0.00,359.00,1998/04/02 0:00:00,"US",,"2.0A",,"LSI and LST are used with LSA where the light sectors are of a predetermined order so as to capture the From - To concept.
",,,,,,,,,,,
"LTN",0,,,,,,,,,,,"Track/Lane Number","The number of track(s) or lanes of the feature, including both directions.","Numeric","Short Integer",1,-32767.00,32767.00,1998/06/24 0:00:00,"US",,"2.0A",,"Change Name to match Code (reverse track and lane).  Buckley NIMA/IPS",,,,,,,,,,,
"LVG",0,,,,,,,,,,,"Light Range, Geographical","The maximum distance at which light can theoretically reach an observer, as only at the curvature of the earth and the refraction of the atmosphere, and by the elevation of the light and height of eye of the observer.","Numeric","Short Integer",1,-32767.00,32767.00,1998/06/24 0:00:00,"US",,"2.0A",,"Change NM to Nautical Miles. Sheppard SAIC
",,,,,,,,,,,
"LVL",0,,,,,,,,,,,"Light Range, Luminous","The maximum distance at which a light can be seen by the intensity of the light and meteorological visibility.","Numeric","Short Integer",1,-32767.00,32767.00,1998/06/24 0:00:00,"US",,"2.0A",,"Change NM to Nautical Miles. Sheppard SAIC
",,,,,,,,,,,
"LVN",0,,,,,,,,,,,"Light Range, Nominal","The luminous range when the meteorological range is 10 sea miles.","Numeric","Short Integer",1,-32767.00,32767.00,1998/04/02 0:00:00,"US",,"2.0A",,"Change NM to Nautical Miles. Sheppard SAIC
",,,,,,,,,,,
"LWI",0,,,,,,,,,,,"Lighted Wind Indicator Availability","The availability of a lighted wind indicator at this aircraft facility.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"MAA",0,,,,,,,,,,,"Maximum Authorized Altitude","The highest altitude in an airway or route at which adequate reception of navigation aid signals is assured.","Text","ASCII Text",256,,,1998/04/02 0:00:00,"WP",,"2.0A",,"Formatting change.
",,,,,,,,,,,
"MAC",0,,,,,,,,,,,"Maritime Area Category","Area in which certain activities or factors of significance to navigation or operations apply.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MAG",0,,,,,,,,,,,"Magnetic Variation","Horizontal angle between true north and magnetic north measured East (positive value) or West (negative value) according to whether magnetic north lies east or west of true north.","Numeric","Floating Point",1,-180.00,180.00,1998/04/02 0:00:00,"WP",,"2.0A",,"Added increment.
",,,,,,,,,,,
"MAR",0,,,,,,,,,,,"Color of Navigation Mark Classification","Tabulates colors of navigation marks.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MAS",0,,,,,,,,,,,"Maintenance Status","Indicates whether the feature is maintained.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MAT",0,,,,,,,,,,,"Mine Attributes Classification","Defines subsidiary mine attribute classifications and tabulates mine attributes.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MBI",0,,,,,,,,,,,"Military Bridge Information","A free text field used to indicate if the bridge is subject to preplanned military interdiction.","Text","Lexical",256,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MBL",0,,,,,,,,,,,"Maritime Boundary Limit","A line where on either side certain activities or factors of significance to navigation or operations apply.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MCA",0,,,,,,,,,,,"Morse Code Attribute","The ASCII (ISO 646) letter that is being emitted by either the Navigation Signal Type (NST), Sound Signal Type (SST), Light Characteristic (CHA), or Electronic Beacon Type (BET).","Text","ASCII Text",80,,,1998/06/24 0:00:00,"US",,"2.0A",,"Correct use of word Type in definition.  Change name by adding word attribute.  Buckley NIMA/IPS",,,,,,,,,,,
"MCC",0,,,,,,,,,,,"Material Composition Category","Characteristics of primary material composition of feature.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,,,,,,,,,,,,
"MCD",0,,,,,,,,,,,"Map Compilation Date","Appropriate date of compilation of map or dataset.  Coded YYYYMMDD.","Date","ASCII Text",8,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute",,"GE: ??? The definition is incomprehensible.
US: Modified the definition.  This was a port of the attribute ""comp_date""  found in several VPF products.",,,,,,,,,,
"MCS",0,,,,,,,,,,,"Material Composition Secondary","Secondary material composition of feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MCT",0,,,,,,,,,,,"Mooring Connection Type","Type of connection used in a mooring system.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"MCU",0,,,,,,,,,,,"Material Composition Underlying","Underlying material composition of feature.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,,,,,,,,,,,,
"MDC",0,1,,1,,,1,1,1,1,,"Minefield Delineation Category","Specifies the method used to delineate a field of explosive mines (minefield).","Coded","Short Integer",1,,,2003/04/08 0:00:00,"US","2003-10-17","2.2","New Attribute","Requested by US in order to incorporate minefields into Mission Specific Data.","US has a requirement to incorporate minefields into Mission Specific Data.",,,,,,,,,,
"MDU",0,,,,,,,,,,,"Maximum Demonstrated Usage","The heaviest observed aircraft utilizing the runway.","Text","ASCII Text",80,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"MEA",0,,,,,,,,,,,"Minimum Enroute Altitude","The lowest altitude published by the host country between radio fixes which assures acceptable navigational signal coverage and meets obstacle clearing clearance requirements.","Text","ASCII Text",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MED",0,,,,,,,,,,,"Median Category","Presence of a divider between multiple lanes/rails.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,"MED  US proposal.  
UK do not concur, the attribute is not designed for this concept.  UK suggest the creation of a new attribute.
IT suggests the creation of a new attribute.",,,,,,,,,,
"MES",0,,,,,,,,,,,"Median Status","Indicates whether a feature, normally a road, has a median.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Created in order to harmonise FACC with EDCS and suggested by SEDRIS.  Based on ECDS: EA MEDIAN",,,,,,,,,,,
"MFA",0,,,,,,,,,,,"Maintenance Facilities Available","Maintenance facilities available at or in the near vicinity.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MFC",0,,,,,,,,,,,"Military Facility Category","Encodes facilities or buildings which are primarily used for military purposes.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes",,,,,,,,,,
"MHF",0,,,,,,,,,,,"Material Handling Facilities","Material handling facilities available at or in the near vicinity.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"WP",,"2.0A",,,,,,,,,,,,,
"MIA",0,,,,,,,,,,,"Mine Actuation Independent Influence Acoustic Classification","Tabulates mine actuation independent influence acoustic types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MIC",0,,,,,,,,,,,"Mine Actuation Independent Contact Classification","Tabulates attributes of independent contact mine actuation.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MID",0,,,,,,,,,,,"Mine Identity Classification","Tabulates mine identity attributes.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MII",0,,,,,,,,,,,"Mine Actuation Independent Influence Classification","Defines subsidiary mine actuation independent influence classifications and tabulates mine actuation independent influence types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MIM",0,,,,,,,,,,,"Mine Actuation Independent Influence Magnetic Classification","Tabulates mine actuation independent influence magnetic types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MIN",0,,,,,,,,,,,"Mining Category","Unique mining characteristic.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MIO",0,,,,,,,,,,,"Mine Actuation Independent Other Classification","Tabulates mine actuation, independent of other  types.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Syntax error, the ""of"" was left out.  Buckley NIMA/IPS",,,,,,,,,,,
"MLR",0,,,,,,,,,,,"Multiple Light Ranges","A set of two numbers for light ranges of visibility (at a light) expressed in nautical miles; the numbers are separated by a slash (/) if only two visibilities exist, or by a dash (-) separating the greatest and least visibilities if three or more exist.","Text","ASCII Text",256,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MMT",0,,,,,,,,,,,"Mine Special Information Special Mine Types Classification","Tabulates mine special information special mine types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MNA",0,,,,,,,,,,,"Mine Actuation Classification","Defines subsidiary mine actuation classifications and tabulates the Mine Actuation types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MNC",0,,,,,,,,,,,"Mine Actuation Controlled Classification","Defines subsidiary mine actuation classification controlled methods and classification.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MNI",0,,,,,,,,,,,"Mine Actuation Independent Classification","Defines subsidiary mine actuation independent classifications.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MNL",0,,,,,,,,,,,"Mine Actuation Controlled Cableless Classification","Tabulates the types of cableless controlled methods and classification.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MOC",0,,,,,,,,,,,"Minimum Obstruction Clearance","The lowest published altitude in effect between radio fixes on VOR airways, off fairway routes, or route segments which meets obstacle clearance requirements for the entire route segment and which assures acceptable navigation signal.","Numeric","Short Integer",1,-32767.00,32767.00,1998/04/02 0:00:00,"WP",,"2.0A",,"Added ""s"" to requirement.
",,,,,,,,,,,
"MOL",0,,,,,,,,,,,"Multiplicity of Lights","The number of lights of identical character that exist as a co-located group.","Numeric","Short Integer",1,0.00,32767.00,1998/04/02 0:00:00,"WP",,"2.1","Version 2.1: Modified increments to ""lt"" from ""lts""","Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"MOS",0,,,,,,,,,,,"Monitored Status","Indicates whether a feature is actively monitored.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes, but why always"" facility""?",,,,,,,,,,
"MPC",0,,,,,,,,,,,"Mine Position Classification","Defines subsidiary mine position classifications and tabulates mine position types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MPG",0,,,,,,,,,,,"Mine Position Ground Classification","Tabulates ground mine charge size.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MPL",0,1,,1,,,1,1,1,1,,"Explosive Mine Placement Category","Specifies the mode of placement of mines in a minefield.","Coded","Short Integer",1,,,2003/04/08 0:00:00,"US","2003-10-17","2.2","New Attribute","Requested by US in order to incorporate minefields into Mission Specific Data.",,"See UK",,"UK feel that the attribute should be named “Explosive Mine Placement Category”, don’t know if this means we change the three letter acronym or leave as is.",,,,,,,
"MPM",0,,,,,,,,,,,"Mine Position Moored Classification","Tabulates mine moored position types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MPO",0,,,,,,,,,,,"Mine Position Other Classification","Tabulates other mine position types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MPU",0,1,,1,,,1,1,1,1,,"Explosive Mine Purpose Category","Specifies the general purpose or intent of a minefield.","Coded","Short Integer",1,,,2003/04/08 0:00:00,"US","2003-10-17","2.2","New Attribute","Requested by US in order to incorporate minefields into Mission Specific Data.",,"See UK",,"UK feel that the attribute should be named “Explosive Mine Purpose Category”, don’t know if this means we change the three letter acronym or leave as is.",,,,,,,
"MSC",0,,,,,,,,,,,"Mine Status Classification","Tabulates types of mine status.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MSD",0,,,,,,,,,,,"Mine Special Information Special Devices Classification","Tabulates mine special information special devices types and subsidiary mine special information special devices classifications.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MSE",0,,,,,,,,,,,"Map Sheet Edition","Alphanumeric String containing the edition of the map sheet.","Text","ASCII Text",10,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute",,"GE: Yes",,,,,,,,,,
"MSH",0,,,,,,,,,,,"Mine Special Information Special Devices Anti-Hunting Classification","Tabulates mine special information special devices anti-hunting types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MSI",0,,,,,,,,,,,"Mine Special Information Classification","Defines subsidiary mine special information classifications.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MSR",0,,,,,,,,,,,"Mine Special Information Special Devices Anti-Recovery Classification","Tabulates mine special information special devices anti-recovery types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MSS",0,,,,,,,,,,,"Minesweeping Status","Indicates whether something has been swept for mines.  Is not limited to traditional maritime minesweeping methods such as cables.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes",,,,,,,,,,
"MST",0,,,,,,,,,,,"Missile Site Type","Class of missile at site.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,"GE: Yes",,,,,,,,,,
"MSU",0,,,,,,,,,,,"Mine Special Information Usefulness Classification","Tabulates mine special information usefulness types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MSW",0,,,,,,,,,,,"Mine Special Information Special Devices Anti-Sweep Wire Classification","Tabulates mine special information special devices anti-sweep wire types.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MTC",0,,,,,,,,,,,"Mast Type Category","Type of mast.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"MTN",0,,,,,,,,,,,"Mine Track Number","Mine track Number.   Expressed by a track number of 4 digits.","Numeric","Short Integer",1,-9999.00,9999.00,1998/06/24 0:00:00,"WP",,"2.1","Version 2.1: Modified increments to ""track no."" from ""track #""","Since this is a numeric attribute, replace the entry 4 digits with the units track #.  Insert the reference to 4 digits in the definition of the attribute.",,,,,,,,,,,
"MTT",0,,,,,,,,,,,"Maritime Track Type","Defines restrictions, direction and other characteristics of maritime tracks.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MUC",0,1,,1,,,1,1,1,1,,"Maritime Use Category","Encodes features which are primarily used to support maritime functions.","Coded","Short Integer",1,0.00,999.00,2002/02/25 0:00:00,"US","2003-10-17","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: No this is the definition of a feature, and the term “facility” is, again, out of place – at least for some attribute values. - e.g. a prohibited area is no “facility“ - and “Reserved MUC 012“ and “Mandatory MUC 013“ do not make sense in this context.  They belong to another attribute.
US: facility modified, Reserved and Mandatory are proper nautical terms in this context, but even if not we may want to keep for 100% backward compatibility.
RCB: MUC 012 and 013 are still open.  See US comments for further justification - however, the issue of 100% backward compatibility needs to be addressed.",,,,,,,,"See Netherlands Comments","Mismatch of features.",
"MVC",0,,,,,,,,,,,"Maximum Vertical Clearance","The greatest distance between the traveled way and any obstruction vertically above it.","Numeric","Floating Point",1,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"MWF",0,,,,,,,,,,,"Mooring / Warping Facility Classification","Tabulates mooring/warping facility types.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"MWG",0,,,,,,,,,,,"Median Width with greater than 1 meter resolution","The measured distance at map scale between connecting, adjacent and two-way road centerlines having divided roadbeds.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Needed to capture the actual median spacing in VMAP and LWD.
",,,,,,,,,,,
"N/A",15,,,,,,,,,,,"No Attributes Required","No attributes are required for this feature.","N/A","N/A",1,,,1998/04/02 0:00:00,"US",,"N/A",,"Not a real Attribute, used to indicate that no attributes are required with this feature in the national profiles.
",,,,,,,,,,,
"NA2",0,,,,,,,,,,,"Second Name","Fundamentally a touristic name for a feature which exists in addition to a geographic name.","Text","Lexical",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NA3",0,,,,,,,,,,,"Classification Name","Fundamentally a grammalogue, index number, order or classification number for a feature.","Text","Lexical",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"NA4",0,,,,,,,,,,,"Country Code (FIPS Pub 10-4)","A four character country identification code as designated in Federal Information Processing Standard (FIPS)  Pub 10-4, Countries, Dependencies, Areas of Special Sovereignty, and their Principal Administrative Divisions, identifying the country and the principal administrative division in which the feature is located.  The last two characters will be blank filled if principal administrative division information is not required.","Text","Lexical",4,,,1998/04/02 0:00:00,"US",,"2.0A","Version 2.1: Added full name of FIPS PUB 10-4 to definition.","Required by VMAP0.  Needed as an alternative to NA2 as a country code.","UK concur, but suggest adding ""(FIPS Pub 10-4)"" to the attribute name, in order to allow the future creation of new attributes for other coding systems.",,,,,,,,,,
"NA8",0,,,,,,,,,,,"Primary Official Name Category","The primary official name as designated by the operating agency, FAA, or by official publications of the country in which the facility is located.","Text","ASCII Text",80,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"NAM",0,,,,,,,,,,,"Name","Any identifier or code.","Text","Lexical",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
